,abv,ibu,id,name,style,brewery_id,ounces,name_style,super_category,type
1602,0.065,65.0,1065,Dale's Pale Ale,American Pale Ale (APA),389,12.0,dale's pale aleamerican pale ale (apa),ale,0.0
1603,0.055,45.0,1908,Fresh Slice White IPA,American White IPA,275,12.0,fresh slice white ipaamerican white ipa,ale,0.0
1604,0.055,55.0,1946,Overgrown American Pale Ale,American Pale Ale (APA),261,12.0,overgrown american pale aleamerican pale ale (apa),ale,0.0
1605,0.04,39.0,1961,Ozark American Pale Ale,American Pale Ale (APA),259,12.0,ozark american pale aleamerican pale ale (apa),ale,0.0
1608,0.052000000000000005,23.0,1268,Rustic Red,Irish Red Ale,441,16.0,rustic redirish red ale,ale,0.0
1609,0.053,48.0,697,Stimulator Pale Ale,American Pale Ale (APA),441,16.0,stimulator pale aleamerican pale ale (apa),ale,0.0
1610,0.045,22.0,696,Old Town Ale,Kölsch,441,16.0,old town alekölsch,ale,0.0
1611,0.044,28.0,695,Car 21,English Bitter,441,16.0,car 21english bitter,ale,0.0
1612,0.05,24.0,694,Cache La Porter,American Porter,441,16.0,cache la porteramerican porter,ale,0.0
1613,0.042,35.0,1805,Rodeo Rye Pale Ale,American Pale Ale (APA),307,12.0,rodeo rye pale aleamerican pale ale (apa),ale,0.0
1614,0.062,65.0,1048,Outlaw IPA,American IPA,307,12.0,outlaw ipaamerican ipa,ale,0.0
1615,0.044,19.0,1043,North Fork Lager,American Pale Lager,307,12.0,north fork lageramerican pale lager,ale,0.0
1616,0.048,35.0,890,Payette Pale Ale,American Pale Ale (APA),307,12.0,payette pale aleamerican pale ale (apa),ale,0.0
1617,0.055,25.0,775,Mutton Buster,American Brown Ale,307,12.0,mutton busteramerican brown ale,ale,0.0
1620,0.05,61.0,1930,Summer Session Ale,American Pale Wheat Ale,266,12.0,summer session aleamerican pale wheat ale,ale,0.0
1621,0.04,12.0,2238,Lobo Lito,Light Lager,187,12.0,lobo litolight lager,lager,1.0
1622,0.05,17.0,2144,Robert Earl Keen Honey Pils,American Pilsner,187,12.0,robert earl keen honey pilsamerican pilsner,lager,1.0
1623,0.065,77.0,2175,Mound Builder IPA,American IPA,205,12.0,mound builder ipaamerican ipa,ale,0.0
1624,0.062,62.0,2168,Amazon Princess IPA,American IPA,205,12.0,amazon princess ipaamerican ipa,ale,0.0
1626,0.045,35.0,1794,People's Pilsner,German Pilsener,205,12.0,people's pilsnergerman pilsener,lager,1.0
1627,0.055,10.0,2633,Hotbox Brown,American Brown Ale,13,12.0,hotbox brownamerican brown ale,ale,0.0
1628,0.048,15.0,2632,Gold,American Blonde Ale,13,12.0,goldamerican blonde ale,ale,0.0
1630,0.065,65.0,2630,98 Problems (Cuz A Hop Ain't One),American IPA,13,12.0,98 problems (cuz a hop ain't one)american ipa,ale,0.0
1631,0.05,40.0,2629,Veteran’s Pale Ale (VPA),American Pale Ale (APA),13,12.0,veteran’s pale ale (vpa)american pale ale (apa),ale,0.0
1632,0.05,35.0,2628,Grapefruit IPA,American IPA,13,12.0,grapefruit ipaamerican ipa,ale,0.0
1640,0.041,12.0,2635,Sparkle,American Pale Lager,11,16.0,sparkleamerican pale lager,ale,0.0
1641,0.059,25.0,1404,North 45 Amber Ale,American Amber / Red Ale,11,16.0,north 45 amber aleamerican amber / red ale,ale,0.0
1642,0.069,20.0,1403,Horny Monk,Dubbel,11,16.0,horny monkdubbel,ale,0.0
1643,0.067,74.0,1402,Mind's Eye PA,American IPA,11,16.0,mind's eye paamerican ipa,ale,0.0
1644,0.061,60.0,2312,Camelback,American IPA,157,12.0,camelbackamerican ipa,ale,0.0
1647,0.07,75.0,1384,Elephant Rock IPA,American IPA,355,12.0,elephant rock ipaamerican ipa,ale,0.0
1650,0.06,20.0,1791,Hot Date Ale,Chile Beer,314,16.0,hot date alechile beer,ale,0.0
1652,0.06,24.0,1491,Sweet Potato Ale,Fruit / Vegetable Beer,314,16.0,sweet potato alefruit / vegetable beer,ale,0.0
1653,0.045,18.0,1335,Float Trip Ale,American Blonde Ale,314,16.0,float trip aleamerican blonde ale,ale,0.0
1654,0.055,25.0,847,Old Tom Porter,American Porter,314,16.0,old tom porteramerican porter,ale,0.0
1655,0.045,18.0,846,Black Walnut Wheat,American Dark Wheat Ale,314,16.0,black walnut wheatamerican dark wheat ale,ale,0.0
1656,0.055,20.0,521,McKinney Eddy Amber Ale,American Amber / Red Ale,314,16.0,mckinney eddy amber aleamerican amber / red ale,ale,0.0
1657,0.07,70.0,479,Missouri Mule India Pale Ale,American IPA,314,16.0,missouri mule india pale aleamerican ipa,ale,0.0
1659,0.069,51.0,1760,GreyBeard™ IPA,American IPA,324,12.0,greybeard™ ipaamerican ipa,ale,0.0
1660,0.057,31.0,1759,Pisgah Pale Ale,American Pale Ale (APA),324,12.0,pisgah pale aleamerican pale ale (apa),ale,0.0
1664,0.05,23.0,2336,New Cleveland Palesner,American Pilsner,147,12.0,new cleveland palesneramerican pilsner,ale,0.0
1665,0.054000000000000006,45.0,2553,Mazzie,American Pale Ale (APA),55,12.0,mazzieamerican pale ale (apa),ale,0.0
1669,0.059,14.0,2360,Morning Wood Wheat (Current),American Pale Wheat Ale,135,12.0,morning wood wheat (current)american pale wheat ale,ale,0.0
1670,0.069,17.0,1463,Hideout Helles,Munich Helles Lager,135,12.0,hideout hellesmunich helles lager,lager,1.0
1671,0.06,15.0,1462,Dead Eye Dunkel,Munich Dunkel Lager,135,12.0,dead eye dunkelmunich dunkel lager,lager,1.0
1672,0.058,21.0,1461,Peacemaker Pilsner,Czech Pilsener,135,12.0,peacemaker pilsnerczech pilsener,lager,1.0
1673,0.057,68.0,711,Over the Rail Pale Ale,American Pale Ale (APA),135,12.0,over the rail pale aleamerican pale ale (apa),ale,0.0
1674,0.058,21.0,188,Pallavicini Pilsner (2009),Czech Pilsener,135,12.0,pallavicini pilsner (2009)czech pilsener,lager,1.0
1675,0.059,14.0,130,Morning Wood Wheat (Current),American Pale Wheat Ale,135,12.0,morning wood wheat (current)american pale wheat ale,ale,0.0
1676,0.052000000000000005,18.0,399,Pyramid Hefeweizen (2011),Hefeweizen,544,12.0,pyramid hefeweizen (2011)hefeweizen,ale,0.0
1677,0.052000000000000005,18.0,82,Haywire Hefeweizen (2010),Hefeweizen,544,16.0,haywire hefeweizen (2010)hefeweizen,ale,0.0
1678,0.045,35.0,2031,Golden Fleece,Belgian Pale Ale,246,12.0,golden fleecebelgian pale ale,ale,0.0
1679,0.055,30.0,2030,Smoking Mirror,American Porter,246,12.0,smoking mirroramerican porter,ale,0.0
1681,0.058,60.0,2229,Pride of Texas Pale Ale,American Pale Ale (APA),176,12.0,pride of texas pale aleamerican pale ale (apa),ale,0.0
1682,0.044,5.0,2370,18th Anniversary Gose,Gose,128,12.0,18th anniversary gosegose,ale,0.0
1683,0.046,25.0,2211,White (2015),Witbier,128,12.0,white (2015)witbier,ale,0.0
1684,0.099,85.0,1861,BLAKKR,American Black Ale,128,12.0,blakkramerican black ale,ale,0.0
1685,0.051,21.0,1718,Firemans #4 Blonde Ale (2013),American Blonde Ale,128,12.0,firemans #4 blonde ale (2013)american blonde ale,ale,0.0
1687,0.053,52.0,1091,Hans' Pils (2015),German Pilsener,128,12.0,hans' pils (2015)german pilsener,lager,1.0
1688,0.06,50.0,1086,Four Squared (2015),American Blonde Ale,128,12.0,four squared (2015)american blonde ale,ale,0.0
1689,0.051,21.0,830,Firemans #4 Blonde Ale (2015),American Blonde Ale,128,12.0,firemans #4 blonde ale (2015)american blonde ale,ale,0.0
1690,0.07200000000000001,55.0,1021,Watership Brown Ale,American Brown Ale,475,12.0,watership brown aleamerican brown ale,ale,0.0
1691,0.062,55.0,938,Gangway IPA,American IPA,475,12.0,gangway ipaamerican ipa,ale,0.0
1692,0.049,25.0,715,Long Day Lager,Czech Pilsener,475,12.0,long day lagerczech pilsener,lager,1.0
1693,0.051,17.0,2516,Farmer's Daughter Blonde,American Blonde Ale,68,16.0,farmer's daughter blondeamerican blonde ale,ale,0.0
1694,0.055,45.0,2515,Pump House IPA,American IPA,68,16.0,pump house ipaamerican ipa,ale,0.0
1696,0.047,25.0,2513,Vanilla Porter,American Porter,68,16.0,vanilla porteramerican porter,ale,0.0
1697,0.058,18.0,2512,Honey Rye,Rye Beer,68,16.0,honey ryerye beer,ale,0.0
1699,0.065,44.0,945,Long Hammer IPA,American IPA,487,16.0,long hammer ipaamerican ipa,ale,0.0
1700,0.065,44.0,583,Long Hammer IPA,American IPA,487,12.0,long hammer ipaamerican ipa,ale,0.0
1701,0.058,27.0,339,Copper Hook (2011),American Amber / Red Ale,487,12.0,copper hook (2011)american amber / red ale,ale,0.0
1705,0.05,16.0,2087,Blood Orange Wit,Witbier,225,16.0,blood orange witwitbier,ale,0.0
1706,0.05,40.0,2414,Consilium,American Pale Ale (APA),110,12.0,consiliumamerican pale ale (apa),ale,0.0
1707,0.09,60.0,1581,Hammer & Sickle,Russian Imperial Stout,110,12.0,hammer & sicklerussian imperial stout,ale,0.0
1708,0.07,100.0,1176,Redacted Rye IPA,American IPA,110,16.0,redacted rye ipaamerican ipa,ale,0.0
1709,0.099,100.0,1006,Elevation Triple India Pale Ale,American Double / Imperial IPA,110,12.0,elevation triple india pale aleamerican double / imperial ipa,ale,0.0
1710,0.05,25.0,1005,5:00 O'Clock Afternoon Ale,American Blonde Ale,110,16.0,5:00 o'clock afternoon aleamerican blonde ale,ale,0.0
1711,0.07,100.0,636,Ryeteous Rye IPA (2012),American IPA,110,16.0,ryeteous rye ipa (2012)american ipa,ale,0.0
1720,0.055,40.0,2576,Fist City,American Pale Ale (APA),44,12.0,fist cityamerican pale ale (apa),ale,0.0
1722,0.058,15.0,609,Rosa Hibiscus Ale,Herbed / Spiced Beer,44,12.0,rosa hibiscus aleherbed / spiced beer,ale,0.0
1723,0.061,31.0,418,Fistmas Ale,Herbed / Spiced Beer,44,12.0,fistmas aleherbed / spiced beer,ale,0.0
1724,0.057,25.0,417,Oktoberfest Revolution,Märzen / Oktoberfest,44,12.0,oktoberfest revolutionmärzen / oktoberfest,ale,0.0
1725,0.068,28.0,416,Eugene Porter,American Porter,44,12.0,eugene porteramerican porter,ale,0.0
1726,0.065,70.0,415,Anti-Hero IPA,American IPA,44,12.0,anti-hero ipaamerican ipa,ale,0.0
1727,0.05,14.0,414,Bottom Up Belgian Wit,Witbier,44,12.0,bottom up belgian witwitbier,ale,0.0
1728,0.057,42.0,2452,Hustle,American Amber / Red Ale,93,12.0,hustleamerican amber / red ale,ale,0.0
1729,0.055,42.0,2451,Pure Fury,American Pale Ale (APA),93,12.0,pure furyamerican pale ale (apa),ale,0.0
1730,0.06,60.0,2132,Dad,American Amber / Red Ale,93,12.0,dadamerican amber / red ale,ale,0.0
1731,0.058,35.0,1993,Panther,American Porter,93,12.0,pantheramerican porter,ale,0.0
1732,0.052000000000000005,21.0,1992,Franz,Märzen / Oktoberfest,93,12.0,franzmärzen / oktoberfest,ale,0.0
1733,0.043,45.0,1935,Zen,American Pale Ale (APA),93,12.0,zenamerican pale ale (apa),ale,0.0
1734,0.07200000000000001,75.0,1852,Truth,American IPA,93,12.0,truthamerican ipa,ale,0.0
1735,0.048,25.0,1851,Cougar,American Blonde Ale,93,12.0,cougaramerican blonde ale,ale,0.0
1741,0.05,55.0,1771,Lil SIPA,American IPA,321,16.0,lil sipaamerican ipa,ale,0.0
1742,0.055,60.0,1654,Hop Bomber Rye Pale Ale,American Pale Ale (APA),321,16.0,hop bomber rye pale aleamerican pale ale (apa),ale,0.0
1743,0.05,100.0,2579,Jah Mon,American IPA,43,12.0,jah monamerican ipa,ale,0.0
1759,0.053,24.0,2074,Pine Knob Pilsner,Czech Pilsener,229,16.0,pine knob pilsnerczech pilsener,lager,1.0
1765,0.055,10.0,97,Lazy Daze Lager,American Adjunct Lager,229,12.0,lazy daze lageramerican adjunct lager,lager,1.0
1767,0.076,78.0,1577,12th Round,American Strong Ale,376,16.0,12th roundamerican strong ale,ale,0.0
1768,0.07,80.0,1576,RoughTail IPA,American IPA,376,16.0,roughtail ipaamerican ipa,ale,0.0
1770,0.071,36.0,2304,Sundown,Saison / Farmhouse Ale,164,12.0,sundownsaison / farmhouse ale,ale,0.0
1773,0.056,40.0,1842,Original Slacker Ale,English Brown Ale,164,12.0,original slacker aleenglish brown ale,ale,0.0
1776,0.045,28.0,1552,Dog Days Summer Ale,Kölsch,164,12.0,dog days summer alekölsch,ale,0.0
1777,0.056,35.0,1479,1881 California Red,American Amber / Red Ale,397,12.0,1881 california redamerican amber / red ale,ale,0.0
1778,0.073,55.0,1478,CAPT Black IPA,American Black Ale,397,12.0,capt black ipaamerican black ale,ale,0.0
1779,0.048,42.0,1370,Ruhstaller's Gilt Edge Lager Beer,American Amber / Red Lager,397,12.0,ruhstaller's gilt edge lager beeramerican amber / red lager,lager,1.0
1780,0.073,55.0,883,CAPT Black IPA,American Black Ale,397,16.0,capt black ipaamerican black ale,ale,0.0
1781,0.056,35.0,882,1881 California Red Ale,American Amber / Red Ale,397,16.0,1881 california red aleamerican amber / red ale,ale,0.0
1782,0.05,15.0,1868,Saint Archer White Ale,Witbier,288,12.0,saint archer white alewitbier,ale,0.0
1783,0.068,66.0,1867,Saint Archer IPA,American IPA,288,12.0,saint archer ipaamerican ipa,ale,0.0
1784,0.052000000000000005,40.0,1865,Saint Archer Pale Ale,American Pale Ale (APA),288,12.0,saint archer pale aleamerican pale ale (apa),ale,0.0
1785,0.048,22.0,1864,Saint Archer Blonde,Kölsch,288,12.0,saint archer blondekölsch,lager,1.0
1786,0.069,20.0,2599,Sex Panther,American Porter,30,12.0,sex pantheramerican porter,ale,0.0
1787,0.095,25.0,2073,Winter Warmer (Vault Series),Winter Warmer,30,16.0,winter warmer (vault series)winter warmer,ale,0.0
1788,0.091,99.0,2063,Count Hopula (Vault Series),American Double / Imperial IPA,30,16.0,count hopula (vault series)american double / imperial ipa,ale,0.0
1790,0.05,15.0,1934,SunSpot Golden Ale,American Blonde Ale,30,12.0,sunspot golden aleamerican blonde ale,ale,0.0
1793,0.055,20.0,1073,Epicenter Amber Ale,American Amber / Red Ale,30,12.0,epicenter amber aleamerican amber / red ale,ale,0.0
1794,0.05,15.0,1072,SanTan HefeWeizen,Hefeweizen,30,12.0,santan hefeweizenhefeweizen,ale,0.0
1795,0.07,85.0,1071,Hop Shock IPA,American IPA,30,12.0,hop shock ipaamerican ipa,ale,0.0
1796,0.069,20.0,852,Sex Panther (2014),American Porter,30,12.0,sex panther (2014)american porter,ale,0.0
1797,0.055,45.0,850,Devil’s Ale,American Pale Ale (APA),30,12.0,devil’s aleamerican pale ale (apa),ale,0.0
1800,0.055,45.0,764,American Idiot Ale (2012),American Pale Ale (APA),30,12.0,american idiot ale (2012)american pale ale (apa),ale,0.0
1801,0.07,85.0,317,Hop Shock IPA (2010),American IPA,30,12.0,hop shock ipa (2010)american ipa,ale,0.0
1802,0.05,15.0,286,SanTan HefeWeizen (2010),Hefeweizen,30,12.0,santan hefeweizen (2010)hefeweizen,ale,0.0
1803,0.055,45.0,285,Devil’s Ale (2010),American Pale Ale (APA),30,12.0,devil’s ale (2010)american pale ale (apa),ale,0.0
1804,0.055,20.0,124,Epicenter Amber Ale (2010),American Amber / Red Ale,30,12.0,epicenter amber ale (2010)american amber / red ale,ale,0.0
1805,0.058,20.0,1392,Sanitas Saison Ale,Saison / Farmhouse Ale,419,12.0,sanitas saison alesaison / farmhouse ale,ale,0.0
1806,0.068,65.0,1391,Sanitas Black IPA,American Black Ale,419,12.0,sanitas black ipaamerican black ale,ale,0.0
1807,0.08900000000000001,88.0,2002,Giant DIPA,American Double / Imperial IPA,252,16.0,giant dipaamerican double / imperial ipa,ale,0.0
1810,0.055,30.0,1519,Saison 88,Saison / Farmhouse Ale,392,12.0,saison 88saison / farmhouse ale,ale,0.0
1811,0.071,95.0,967,Black IPA,American Black Ale,392,12.0,black ipaamerican black ale,ale,0.0
1817,0.05,11.0,1477,Oval Beach Blonde Ale,American Blonde Ale,398,16.0,oval beach blonde aleamerican blonde ale,ale,0.0
1821,0.05,45.0,1324,Schlafly Yakima Wheat Ale,American Pale Wheat Ale,428,12.0,schlafly yakima wheat aleamerican pale wheat ale,ale,0.0
1823,0.045,30.0,1078,Schlafly IPA,American IPA,428,12.0,schlafly ipaamerican ipa,ale,0.0
1824,0.05,30.0,1077,Schlafly American Brown Ale,American Brown Ale,428,12.0,schlafly american brown aleamerican brown ale,ale,0.0
1825,0.041,16.0,588,Schlafly Hefeweizen,Hefeweizen,428,12.0,schlafly hefeweizenhefeweizen,ale,0.0
1826,0.045,17.0,53,Schlafly Summer Lager,Munich Helles Lager,428,12.0,schlafly summer lagermunich helles lager,lager,1.0
1828,0.07400000000000001,60.0,1302,Blur India Pale Ale,American IPA,432,12.0,blur india pale aleamerican ipa,ale,0.0
1831,0.07,105.0,918,Frankenlou's IPA,American IPA,494,16.0,frankenlou's ipaamerican ipa,ale,0.0
1832,0.07,55.0,917,Becky's Black Cat Porter,American Porter,494,16.0,becky's black cat porteramerican porter,ale,0.0
1833,0.077,40.0,2250,Seventh Son of a Seventh Son,American Strong Ale,183,16.0,seventh son of a seventh sonamerican strong ale,ale,0.0
1834,0.053,20.0,1768,Stone Fort Brown Ale,English Brown Ale,183,16.0,stone fort brown aleenglish brown ale,ale,0.0
1835,0.077,40.0,1767,Seventh Son Hopped Red Ale,American Amber / Red Ale,183,16.0,seventh son hopped red aleamerican amber / red ale,ale,0.0
1836,0.06,53.0,1766,Humulus Nimbus Super Pale Ale,American Pale Ale (APA),183,16.0,humulus nimbus super pale aleamerican pale ale (apa),ale,0.0
1837,0.07,68.0,1765,Golden Ratio IPA,American IPA,183,16.0,golden ratio ipaamerican ipa,ale,0.0
1840,0.069,65.0,1539,Monkey Fist IPA,American IPA,385,12.0,monkey fist ipaamerican ipa,ale,0.0
1845,0.07200000000000001,65.0,2239,Torpedo,American IPA,83,12.0,torpedoamerican ipa,ale,0.0
1848,0.056,37.0,1905,Sierra Nevada Pale Ale,American Pale Ale (APA),83,16.0,sierra nevada pale aleamerican pale ale (apa),ale,0.0
1849,0.048,26.0,1338,Old Chico Crystal Wheat,American Pale Wheat Ale,83,12.0,old chico crystal wheatamerican pale wheat ale,ale,0.0
1850,0.05,28.0,1295,Summerfest,Czech Pilsener,83,12.0,summerfestczech pilsener,lager,1.0
1851,0.07200000000000001,65.0,426,Torpedo,American IPA,83,16.0,torpedoamerican ipa,ale,0.0
1852,0.056,37.0,400,Sierra Nevada Pale Ale,American Pale Ale (APA),83,12.0,sierra nevada pale aleamerican pale ale (apa),ale,0.0
1857,0.1,52.0,2574,4Beans,Baltic Porter,46,12.0,4beansbaltic porter,ale,0.0
1858,0.042,16.0,2479,Jammer,Gose,46,12.0,jammergose,ale,0.0
1861,0.065,62.0,2090,Bengali,American IPA,46,24.0,bengaliamerican ipa,ale,0.0
1862,0.047,50.0,1962,Sensi Harvest,American Pale Ale (APA),46,12.0,sensi harvestamerican pale ale (apa),ale,0.0
1863,0.099,111.0,1696,Hi-Res,American Double / Imperial IPA,46,12.0,hi-resamerican double / imperial ipa,ale,0.0
1864,0.07,70.0,1608,Global Warmer,American Strong Ale,46,12.0,global warmeramerican strong ale,ale,0.0
1865,0.067,74.0,1591,Autumnation (2013),American IPA,46,16.0,autumnation (2013)american ipa,ale,0.0
1866,0.054000000000000006,42.0,1388,The Crisp,German Pilsener,46,16.0,the crispgerman pilsener,lager,1.0
1867,0.052000000000000005,34.0,1387,Sweet Action,Cream Ale,46,16.0,sweet actioncream ale,ale,0.0
1868,0.063,57.0,1386,Righteous Ale,Rye Beer,46,16.0,righteous alerye beer,ale,0.0
1869,0.064,62.0,1385,Bengali Tiger,American IPA,46,16.0,bengali tigeramerican ipa,ale,0.0
1870,0.099,85.0,1020,3Beans,Baltic Porter,46,12.0,3beansbaltic porter,ale,0.0
1871,0.059,47.0,778,Brownstone,American Brown Ale,46,16.0,brownstoneamerican brown ale,ale,0.0
1872,0.052000000000000005,11.0,630,Apollo,American Pale Wheat Ale,46,16.0,apolloamerican pale wheat ale,ale,0.0
1873,0.049,35.0,629,Harbinger,Saison / Farmhouse Ale,46,16.0,harbingersaison / farmhouse ale,ale,0.0
1874,0.091,103.0,628,Resin,American Double / Imperial IPA,46,12.0,resinamerican double / imperial ipa,ale,0.0
1875,0.063,69.0,525,Diesel,American Stout,46,16.0,dieselamerican stout,ale,0.0
1876,0.06,48.0,512,Autumnation (2011-12) (2011),Pumpkin Ale,46,16.0,autumnation (2011-12) (2011)pumpkin ale,ale,0.0
1877,0.054000000000000006,42.0,425,The Crisp (2011),German Pilsener,46,16.0,the crisp (2011)german pilsener,lager,1.0
1878,0.052000000000000005,34.0,424,Sweet Action (2011),Cream Ale,46,16.0,sweet action (2011)cream ale,ale,0.0
1879,0.063,57.0,423,Righteous Ale (2011),Rye Beer,46,16.0,righteous ale (2011)rye beer,ale,0.0
1880,0.064,62.0,422,Bengali Tiger (2011),American IPA,46,16.0,bengali tiger (2011)american ipa,ale,0.0
1883,0.068,65.0,1521,Modus Hoperandi,American IPA,264,12.0,modus hoperandiamerican ipa,ale,0.0
1884,0.058,15.0,1297,Estival Cream Stout,American Stout,264,12.0,estival cream stoutamerican stout,ale,0.0
1888,0.042,18.0,386,Mexican Logger,American Pale Lager,264,12.0,mexican loggeramerican pale lager,ale,0.0
1891,0.057,58.0,68,ESB Special Ale,Extra Special / Strong Bitter (ESB),264,12.0,esb special aleextra special / strong bitter (esb),ale,0.0
1892,0.068,65.0,67,Modus Hoperandi,American IPA,264,12.0,modus hoperandiamerican ipa,ale,0.0
1893,0.058,39.0,1792,Iron Butt Red Ale,American Amber / Red Ale,313,12.0,iron butt red aleamerican amber / red ale,ale,0.0
1894,0.071,92.0,1609,Initial Point India Pale Ale,American IPA,313,12.0,initial point india pale aleamerican ipa,ale,0.0
1898,0.06,70.0,2305,Homefront IPA,American IPA,163,12.0,homefront ipaamerican ipa,ale,0.0
1899,0.055,16.0,1588,Sly Fox Christmas Ale 2013,Winter Warmer,371,12.0,sly fox christmas ale 2013winter warmer,ale,0.0
1902,0.049,18.0,1123,Helles Golden Lager,Munich Helles Lager,371,12.0,helles golden lagermunich helles lager,lager,1.0
1903,0.055,16.0,926,Sly Fox Christmas Ale 2012 (2012),Winter Warmer,371,12.0,sly fox christmas ale 2012 (2012)winter warmer,ale,0.0
1904,0.084,90.0,894,Odyssey Imperial IPA,American Double / Imperial IPA,371,12.0,odyssey imperial ipaamerican double / imperial ipa,ale,0.0
1905,0.058,25.0,166,Oktoberfest Lager,Märzen / Oktoberfest,371,12.0,oktoberfest lagermärzen / oktoberfest,ale,0.0
1906,0.07,113.0,24,113 IPA,American IPA,371,12.0,113 ipaamerican ipa,ale,0.0
1907,0.053,21.0,23,Dunkel Lager,Munich Dunkel Lager,371,12.0,dunkel lagermunich dunkel lager,lager,1.0
1908,0.056,11.0,22,Royal Weisse Ale,Hefeweizen,371,12.0,royal weisse alehefeweizen,ale,0.0
1909,0.049,44.0,21,Pikeland Pils,German Pilsener,371,12.0,pikeland pilsgerman pilsener,lager,1.0
1910,0.051,40.0,20,Phoenix Pale Ale,American Pale Ale (APA),371,12.0,phoenix pale aleamerican pale ale (apa),ale,0.0
1911,0.07,88.0,2407,Rule G IPA,American IPA,115,12.0,rule g ipaamerican ipa,ale,0.0
1912,0.058,35.0,2406,Murphy's Law,American Amber / Red Ale,115,12.0,murphy's lawamerican amber / red ale,ale,0.0
1913,0.062,33.0,2405,Alter Ego ,Saison / Farmhouse Ale,115,12.0,alter ego saison / farmhouse ale,ale,0.0
1915,0.06,55.0,1606,Snow King Pale Ale,American Pale Ale (APA),191,12.0,snow king pale aleamerican pale ale (apa),ale,0.0
1916,0.054000000000000006,36.0,617,Zonker Stout,Foreign / Export Stout,191,12.0,zonker stoutforeign / export stout,ale,0.0
1917,0.05,22.0,407,OB-1 Organic Ale,English Brown Ale,191,12.0,ob-1 organic aleenglish brown ale,ale,0.0
1918,0.05,18.0,406,Snake River Lager,Vienna Lager,191,12.0,snake river lagervienna lager,lager,1.0
1919,0.052000000000000005,32.0,402,Snake River Pale Ale,American Pale Ale (APA),191,12.0,snake river pale aleamerican pale ale (apa),ale,0.0
1920,0.068,60.0,393,Pako’s EyePA,American IPA,191,12.0,pako’s eyepaamerican ipa,ale,0.0
1923,0.063,100.0,1596,Dagger Falls IPA,American IPA,309,12.0,dagger falls ipaamerican ipa,ale,0.0
1924,0.063,100.0,1595,Dagger Falls IPA,American IPA,309,12.0,dagger falls ipaamerican ipa,ale,0.0
1930,0.064,17.0,1181,Sockeye Maibock,Maibock / Helles Bock,309,12.0,sockeye maibockmaibock / helles bock,lager,1.0
1931,0.099,100.0,1160,Old Devil's Tooth,American Barleywine,309,12.0,old devil's toothamerican barleywine,ale,0.0
1933,0.052000000000000005,32.0,1151,Hell-Diver Pale Ale,American Pale Ale (APA),309,12.0,hell-diver pale aleamerican pale ale (apa),ale,0.0
1934,0.046,12.0,1150,Woolybugger Wheat,American Pale Wheat Ale,309,12.0,woolybugger wheatamerican pale wheat ale,ale,0.0
1936,0.084,90.0,995,Winterfest,American Strong Ale,309,16.0,winterfestamerican strong ale,ale,0.0
1937,0.063,100.0,879,Dagger Falls IPA,American IPA,309,12.0,dagger falls ipaamerican ipa,ale,0.0
1938,0.07,18.0,1972,LuckenBock,Bock,257,16.0,luckenbockbock,lager,1.0
1939,0.055,40.0,1971,Texas Pale Ale (TPA),American IPA,257,16.0,texas pale ale (tpa)american ipa,ale,0.0
1941,0.05,22.0,1969,Kol' Beer,Kölsch,257,16.0,kol' beerkölsch,lager,1.0
1943,0.048,32.0,1283,Na Zdraví Pilsner,Czech Pilsener,436,16.0,na zdraví pilsnerczech pilsener,lager,1.0
1944,0.055,65.0,1282,Nice Rack IPA,American IPA,436,16.0,nice rack ipaamerican ipa,ale,0.0
1945,0.075,72.0,2362,2014 IPA Cicada Series,American IPA,133,16.0,2014 ipa cicada seriesamerican ipa,ale,0.0
1946,0.077,65.0,2346,Sinister Minister Black IPA,American IPA,133,16.0,sinister minister black ipaamerican ipa,ale,0.0
1947,0.053,45.0,2320,Jack the Sipper,Extra Special / Strong Bitter (ESB),133,12.0,jack the sipperextra special / strong bitter (esb),ale,0.0
1948,0.058,60.0,2297,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),133,12.0,devil's harvest extra pale aleamerican pale ale (apa),ale,0.0
1949,0.05,20.0,2296,Suzy B Dirty Blonde Ale,American Blonde Ale,133,12.0,suzy b dirty blonde aleamerican blonde ale,ale,0.0
1950,0.08,80.0,1745,Mississippi Fire Ant,American Amber / Red Ale,133,16.0,mississippi fire antamerican amber / red ale,ale,0.0
1951,0.058,40.0,1120,Hipster Breakfast,Oatmeal Stout,133,16.0,hipster breakfastoatmeal stout,ale,0.0
1952,0.05,20.0,1118,Suzy B Dirty Blonde Ale,American Blonde Ale,133,16.0,suzy b dirty blonde aleamerican blonde ale,ale,0.0
1953,0.058,60.0,1117,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),133,16.0,devil's harvest extra pale aleamerican pale ale (apa),ale,0.0
1954,0.065,45.0,2387,Pine Belt Pale Ale,American Pale Ale (APA),118,12.0,pine belt pale aleamerican pale ale (apa),ale,0.0
1957,0.085,110.0,1728,Red Cockaded Ale,American Double / Imperial IPA,118,12.0,red cockaded aleamerican double / imperial ipa,ale,0.0
1958,0.092,100.0,1497,Valkyrie Double IPA,American Double / Imperial IPA,118,12.0,valkyrie double ipaamerican double / imperial ipa,ale,0.0
1959,0.085,110.0,1011,Red Cockaded Ale (2013),American Double / Imperial IPA,118,12.0,red cockaded ale (2013)american double / imperial ipa,ale,0.0
